user_id,skill
111,38
111,65
111,36
111,44
111,437
111,61
111,62
111,25
112,440
112,441
112,442
112,36
112,74
112,22
112,436
112,307
112,32
112,5
112,322
112,37
112,38
112,65
112,44
112,437
112,61
112,62
112,25
113,191
113,280
113,343
113,149
113,22
113,436
113,307
113,32
113,5
113,322
113,37
113,38
113,65
113,36
113,44
113,437
113,61
113,62
113,25
114,443
114,444
114,154
114,377
114,75
114,378
114,305
114,97
114,114
114,25
114,65
114,226
114,11
114,3
114,121
114,21
114,108
114,18
114,6
115,376
115,168
115,348
115,22
115,36
115,61
115,62
115,43
115,44
115,34
115,232
115,145
115,217
115,48
115,25
115,18
115,24
115,67
115,5
116,445
116,370
116,446
116,377
116,75
116,378
116,305
116,97
116,114
116,25
116,65
116,226
116,11
116,3
116,121
116,21
116,108
116,18
116,6
117,380
117,447
117,235
117,87
117,19
117,108
117,21
117,12
117,11
117,448
117,225
117,79
117,6
117,7
117,67
117,344
117,449
117,119
117,28
118,340
118,450
118,271
118,58
118,11
118,451
118,215
118,269
118,6
118,13
118,4
118,21
118,255
118,87
118,25
118,35
118,26
118,79
118,27
119,222
119,452
119,287
119,151
119,75
119,22
119,34
119,3
119,42
119,258
119,370
119,37
119,38
119,65
119,345
119,80
119,24
119,53
119,163
120,453
120,454
120,286
120,377
120,75
120,378
120,305
120,97
120,114
120,25
120,65
120,226
120,11
120,3
120,121
120,21
120,108
120,18
120,6
121,455
121,456
121,42
121,377
121,75
121,378
121,305
121,97
121,114
121,25
121,65
121,226
121,11
121,3
121,121
121,21
121,108
121,18
121,6
122,457
122,336
122,458
122,58
122,11
122,451
122,215
122,269
122,6
122,13
122,4
122,21
122,255
122,87
122,25
122,35
122,88
122,79
122,27
123,326
123,20
123,459
123,126
123,47
123,46
123,301
123,77
123,34
123,22
123,42
123,61
123,43
123,62
123,228
123,460
123,461
123,462
123,53
124,463
124,464
124,424
124,111
124,60
124,76
124,179
124,465
124,4
124,21
124,19
124,119
124,80
124,79
124,24
124,102
124,35
124,25
124,466
125,467
125,468
125,207
125,108
125,10
125,13
125,15
125,4
125,9
125,76
125,109
125,21
125,19
125,139
125,124
125,325
125,199
125,5
125,16
126,469
126,470
126,32
126,17
126,139
126,15
126,4
126,471
126,108
126,110
126,67
126,25
126,6
126,11
126,425
126,14
126,89
126,13
126,118
127,346
127,472
127,100
127,377
127,75
127,378
127,114
127,305
127,97
127,65
127,226
127,11
127,25
127,3
127,121
127,21
127,108
127,18
127,6
128,473
128,198
128,207
128,127
128,22
128,34
128,3
128,37
128,38
128,65
128,151
128,42
128,369
128,370
128,345
128,80
128,24
128,53
128,163
129,254
129,410
129,186
129,377
129,75
129,378
129,114
129,305
129,97
129,65
129,226
129,11
129,25
129,3
129,121
129,21
129,108
129,18
129,6
130,282
130,474
130,475
130,127
130,22
130,34
130,3
130,38
130,65
130,37
130,151
130,42
130,369
130,370
130,345
130,80
130,24
130,53
130,163
131,476
131,22
131,195
131,10
131,15
131,60
131,344
131,21
131,19
131,11
131,5
131,20
131,22
131,35
131,67
131,25
131,4
131,27
131,34
132,185
132,199
132,477
132,57
132,22
132,34
132,3
132,38
132,65
132,37
132,151
132,42
132,369
132,370
132,345
132,80
132,24
132,53
132,163
133,478
133,428
133,479
133,377
133,75
133,378
133,305
133,97
133,114
133,25
133,65
133,226
133,11
133,3
133,121
133,21
133,108
133,18
133,6
134,125
134,395
134,480
134,22
134,15
134,12
134,296
134,481
134,88
134,61
134,62
134,43
134,64
134,65
134,226
134,52
134,35
134,482
134,28
135,414
135,483
135,484
135,43
135,151
135,485
135,131
135,22
135,58
135,34
135,11
135,65
135,61
135,62
135,44
135,296
135,150
135,12
135,6
136,486
136,487
136,488
136,151
136,75
136,34
136,3
136,150
136,61
136,62
136,43
136,44
136,25
136,12
136,382
136,11
136,6
136,205
136,22
137,82
137,239
137,489
137,57
137,40
137,65
137,97
137,41
137,12
137,360
137,62
137,61
137,25
137,168
137,455
137,46
137,22
137,11
137,199
138,490
138,34
138,11
138,322
138,32
138,22
138,51
138,47
138,34
138,179
138,491
138,77
138,40
138,65
138,46
138,43
138,53
138,162
138,255
8348,492
8348,493
8348,390
8348,315
8348,9
8348,15
8348,53
8348,12
8348,22
8348,108
8348,194
8348,110
8348,255
8348,6
8348,19
8348,25
8348,51
8348,67
156,337
156,494
156,495
156,75
156,12
156,24
156,61
156,313
156,151
156,455
156,77
156,191
156,42
156,153
156,22
156,360
156,383
156,208
281,496
281,410
281,393
281,75
281,215
281,246
281,160
281,3
281,97
281,22
281,121
281,77
281,151
281,191
281,65
281,301
281,12
281,101
406,359
406,497
406,158
406,75
406,215
406,246
406,160
406,3
406,97
406,22
406,61
406,62
406,43
406,151
406,121
406,77
406,191
406,65
531,498
531,321
531,499
531,75
531,215
531,246
531,160
531,3
531,97
531,22
531,121
531,77
531,151
531,191
531,65
531,301
531,12
531,101
139,453
139,500
139,102
139,75
139,215
139,246
139,160
139,3
139,97
139,22
139,61
139,62
139,43
139,151
139,121
139,77
139,191
139,65
157,112
157,122
157,169
157,501
157,108
157,305
157,15
157,19
157,12
157,35
157,306
157,27
157,13
157,85
157,5
157,52
157,21
157,22
181,396
181,89
181,502
181,75
181,87
181,246
181,215
181,3
181,97
181,22
181,101
181,121
181,77
181,151
181,191
181,65
181,153
181,247
206,103
206,503
206,26
206,75
206,87
206,246
206,215
206,3
206,97
206,22
206,101
206,121
206,77
206,151
206,191
206,65
206,153
206,247
231,504
231,145
231,505
231,185
231,27
231,151
231,191
231,42
231,43
231,62
231,22
231,60
231,12
231,384
231,179
231,121
231,255
231,76
256,411
256,337
256,338
256,111
256,112
256,14
256,4
256,487
256,60
256,23
256,19
256,121
256,25
256,35
256,6
256,24
256,51
256,27
282,506
282,399
282,507
282,9
282,113
282,17
282,108
282,13
282,15
282,391
282,6
282,102
282,67
282,51
282,103
282,22
282,109
282,190
306,508
306,110
306,509
306,111
306,112
306,355
306,338
306,14
306,124
306,185
306,109
306,60
306,25
306,4
306,18
306,121
306,145
306,28
331,55
331,510
331,361
331,108
331,111
331,217
331,112
331,20
331,10
331,5
331,60
331,14
331,110
331,25
331,35
331,67
331,24
331,325
356,511
356,512
356,513
356,108
356,19
356,86
356,8
356,118
356,4
356,16
356,114
356,121
356,11
356,35
356,67
356,25
356,27
356,514
381,515
381,281
381,36
381,9
381,113
381,17
381,108
381,13
381,15
381,391
381,6
381,102
381,67
381,51
381,103
381,22
381,109
381,190
407,463
407,227
407,119
407,32
407,22
407,97
407,119
407,516
407,149
407,153
407,77
407,151
407,62
407,61
407,43
407,42
407,131
407,3
431,513
431,477
431,439
431,126
431,74
431,77
431,311
431,42
431,301
431,65
431,25
431,61
431,62
431,43
431,12
431,313
431,314
431,315
457,22
457,517
457,518
457,126
457,74
457,77
457,311
457,42
457,301
457,65
457,25
457,61
457,62
457,43
457,12
457,313
457,314
457,315
481,519
481,520
481,521
481,126
481,74
481,77
481,311
481,42
481,301
481,65
481,25
481,61
481,62
481,43
481,12
481,313
481,314
481,315
508,522
508,523
508,383
508,149
508,5
508,22
508,36
508,37
508,61
508,62
508,360
508,65
508,3
508,77
508,97
508,6
508,229
508,25
532,511
532,524
532,525
532,126
532,74
532,77
532,311
532,42
532,301
532,65
532,25
532,61
532,62
532,43
532,12
532,313
532,314
532,315
556,526
556,444
556,156
556,160
556,110
556,16
556,109
556,9
556,48
556,96
556,4
556,12
556,85
556,103
556,67
556,123
556,14
556,80
581,527
581,509
581,289
581,528
581,27
581,114
581,76
581,22
581,80
581,131
581,307
581,87
581,11
581,255
581,65
581,61
581,79
581,60
606,529
606,303
606,124
606,126
606,74
606,77
606,311
606,42
606,301
606,65
606,25
606,61
606,62
606,43
606,12
606,313
606,314
606,315
631,472
631,183
631,269
631,6
631,190
631,19
631,15
631,12
631,9
631,53
631,27
631,275
631,108
631,110
631,530
631,86
631,51
631,121
140,531
140,368
140,532
140,126
140,74
140,77
140,311
140,42
140,301
140,65
140,25
140,61
140,62
140,43
140,12
140,313
140,314
140,315
141,533
141,463
141,482
141,528
141,27
141,114
141,76
141,22
141,80
141,131
141,307
141,87
141,11
141,255
141,65
141,61
141,79
141,60
142,534
142,344
142,1
142,126
142,74
142,77
142,311
142,42
142,301
142,65
142,25
142,61
142,62
142,43
142,12
142,313
142,314
142,22
146,535
146,354
146,536
146,126
146,74
146,77
146,311
146,42
146,301
146,65
146,25
146,61
146,62
146,43
146,12
146,313
146,314
146,22
151,537
151,274
151,538
151,479
151,13
151,8
151,108
151,305
151,9
151,17
151,15
151,35
151,27
151,6
151,85
151,5
151,52
151,539
158,391
158,540
158,541
158,126
158,74
158,77
158,311
158,42
158,301
158,65
158,25
158,61
158,62
158,43
158,12
158,313
158,314
158,22
162,542
